text,label,lang
la güera le ofreció un trabajo de mesera donde le presentaron al sujeto era un tipo guapo alto de ojos bonitos como blanco pelo rubio cuerpazo detalla la víctima,0,es
hoy ha tocado un paseo por recintos árabestú siendo morenito y talte iría muy bien el papel de califa de aquella época siglo x ¿no crees de momento contemplaremos su legado beso,0,es
fifa eworld cup un árabe se consagró campeón del mundial de,0,es
estoy de acuerdo pero no sé puede minimizar o relativizar la violación o el acoso sexual sea de rocas y famosas o no,0,es
escuchándote en vivo en abudhabi emiratos árabes un abrazo,0,es
en foggia italia jornaleros inmigrantes han fallecido en un accidente de tráfico y en bolonia el choque entre dos camiones ha provocado una explosión que habría dejado dos muertos y heridos,0,es
editar además de complicado es lo que hace de algo que merezca la pena o no porque puedes haber grabado la puta hostia de planos que si no los montas bien con un sentido y los maquillas atractivamente se va a la mierda,0,es
decenas de víctimas en ataques de la coalición árabe contra al hudaida,0,es
cállate rata asquerosa priísta de toda tu perra vida no te cansas de robar pudrete hijo de tu puta madre,1,es
a esas bestias irán a poner con gabacha blanca la sangre de cristo tiene poder y nos libre de esas hordas criminales sosnicaragua ayuda estamos rodeados de asesinos por doquiersalvenanicaragua sosnicaragua fuerao…,1,es
callate puta mal parida perra re culia inconciente callada deberias estar maldita,1,es
oye por qué no molestas a tu puta madre,1,es
este negro políticamente incorrecto es un facha porque defiende a españa mucho más que los politicuchos que nos gobiernan si fuera presidente controlaría mucho mejor la inmigración indecente e invasora que el okupa bocazas que nos gobierna,1,es
cállate vos wacha trola deja de confundir las hormonas puta,1,es
casuso callate de una puta vez,1,es
en barcelona un grupo de inmigrantes indocumentados agrede gravemente a un turista norteamericano qué defendió a una mujer acosada por estos bandidostan poca hombría tienen los españoles qué no defienden a sus mujeres o son como la manada,1,es
ya callate puta perra me tienes cansado con tus pendejadas,1,es
¿la mitad de sueldo por ser mujer' así es porque aguantarlas cuesta el doble tomadostazas,1,es
no seas hijo de puta nuño según tu eres representante de la educación puto viejo chismoso chupate mi verga,1,es
diputadoshijos de puta q van a provocar a los gendarmes quienes son kmaximo del caño moro bregman cuando lucharon ×los jubilados,1,es
buena descripción aunque se te ha olvidado decir la puta moralina todos tienen que enseñarte y educarte con su puta moralina de los cojones es una serie muy milenial,1,es
todo política no se levanta la sesión y estos hijos de puta mandan a los peones que están en la plaza y provocar violencia policías heridos pero no pasa nada si esos que están ahí son el pueblo dios mio el pueblo es mi vieja que se rompe el lomo laburando no ellos,1,es
tu vete a la verga puto sudaca,1,es
los va a mantener ud porque desde su palacio de doñanase vé todo muy bonito es que no hay manera de que comprendan psoe y podemos que no hay presupuesto para esta avalancha que somos la mofa europea que todos los camellos de lavapiés madrid son inmigrantes ilegales,1,es
hemos empezado de puta madre si seguimos este paso llegaremos a las cuevas antes de que rajoy diga la próxima gilipollez,1,es
no le enseñaron modales a esa antifujimorista perra mermelera del foro de sao paulodebretchesta ofendiendo a millones de votantes,1,es
yo no puedo creer que las propias mujeres naturalicen una violación o acoso y lo justifiquen con que la mujer es la que “provoca” que mente de mierda la puta madre,1,es
bien joder una puta alegría te lo mereces pequeña otgala,1,es
te odio lidia no te mereces a francisco perra laschicasdelcable,1,es
hijo de puta muerete asqueroso no te mereces esa mierda,1,es
otro artículo más de la canalla inmigracionista justificando la necesidad de destruir nuestra cultura en aras de una economía que nada entiende de integración costumbres y convivencia si el problema son las pensiones que se reformen no nuestras vidas,1,es
a buenas horas mangas verdes tenemos al líder del partido con más fuerza en el congreso deshumanizando a los inmigrantes con cifras inventadas y luego haciéndose fotos con ellos pero no aquí no habrá populismo,1,es
que guarra búscate ya un mozo,1,es
tu callate un mes perra,1,es
ahora que me has faltado el respeto te lo puedo decir por fin ¡a fregar puta,1,es
muchísimas gracias además con la inmigración de los africanos nos vais a llenar las calles de heroína y comercio ilegal gracias de todo corazón además de acortar nuestras listas de espera en la sanidad gracias a la sanidad pública universal,1,es
¿porque se dice que la cerveza tiene hormonas femeninas porque cuando la bebes conduces mal dices tonterias y nadie te hace caso,1,es
ya está la niña del exorcista diciendo tonterías has visto lo que a hecho la guarra de tú hija,1,es
¿estás en contra de erdogan pues te ponemos una foto con una polla en la cara y manipulamos el titular,1,es
¡tú no me das ordenes imbécil voy a destruirle la polla a ese maldito subnormal y voy hacer las cosas a mi maldita manera ¡apártate parásito,1,es
y tu eres mi esposa ve a la cocina zorra v,1,es
¿cuál es la peor desgracia para una mujer parir un varón porque después de tener un cerebro dentro durante meses van y se lo sacan,1,es
¿por qué una mujer no puede ser guapa e inteligente porque sería un hombre,1,es
perra te lo merecías,1,es
jajajajaja le tengo que enseñar eso a mi perra,1,es
lisa agradece que tenes un dueño con corazón porque te mereces que te ahorque perra hdp,1,es
tú eres la culpable perra v,1,es
qué ganas de comer unas árabes,1,es
te voy a enseñar lo que es una perra perra,1,es
que es una mujer embarazada de dos nenas y un varon un kit de limpieza con instrucciones,1,es
οι χριστιανοί ταλιμπάν ελλάδος χτε νομίζουν ότι οι μετανάστες ζήλεψαν τον μπολιτιζμό μας γι' αυτό θέλουν να τον αφανίσουν τον μπολιτιζμό μας τον ζήλεψαν νδθελατε νδαπατεωνες νδξεφτιλες μεταναστευτικο κυβερνησητσιρκο νδmafia προσφυγικο,0,gr
πρόσφυγες που νοικιαζανμαύρα φυσικά διαμερίσματα σε συγκεκριμένο κτήριο στο λιμάνι της χίου εκδιώχθηκαν άρον άρον από τον ιδιοκτήτη χωρίς να υπάρχει λόγος και αφορμή οι ενοικιαστές πλήρωναν κανονικά αλλά χαλούσαν τη μόστρα του λιμανιού κ του από κάτω τους μπαρ,0,gr
όχι λαθρομετανάστες είναι παράτυποιόχι πούστηδες είναι gay όχι πασόκ είναι κιναλόχι εγκληματίες είναι ρουβίκωναςόχι γύφτοι είναι ρομά όχι άπλυτοι είναι αναρχικοίόχι αστυνομικοί είναι μπάτσοιόχι έθνος είναι κράτοςαν είσαι αριστερος τα ξέρειςεκλογες εκλογές,0,gr
όταν μια γυναίκα σας ανοίγει τη ψυχή της κ σας τα δίνει όλα φροντίστε ρε μαλάκες να μην την κάνετε να το μετανοιώσει,0,gr
“επανάσταση είναι να είσαι σωστός άνθρωπος σ’εναν λάθος κόσμο»,0,gr
‘’είσαι ντυμένη να πεθάνει ο χάρος ’’ kalomesimeraki,0,gr
όχι ένα μπράβο θα πρέπει να το πω στον ευφάνταστο και δημιουργικό αρτοπαρασκευαστή για το καινούργιο προϊόν eleni gntmgr globetrottersgr,0,gr
ότι ναναι shoppingstar,0,gr
όταν ξαναστήσαμε τα νοσοκομεία στα πόδια τους όταν καταφέραμε να νοικοκυρέψουμε την κατάσταση στα σχολεία που λειτουργούσαν με φωτοτυπίες ως τον δεκέμβρη όταν κάθε τέλος του χρόνου ότι περίσσευε το μοιράζαμε με δικαιοσύνη,0,gr
όταν μαθαίνεις ότι τελείωσε ο γύρος στο ψητοπωλείο gntmgr,0,gr
όταν είσαι σωστός στη δουλειά σου ακόμα και αντιδράσεις σου είναι εκτιμητές,0,gr
όταν δεν έχεις που να βάλεις το drone gntmgr,0,gr
όταν γυμνάζεσαι με το κινητο και βάζεις φίλτρα κσι όταν ο φακός του hellogr σε βλέπει έξω κανονικά με τις αναλογίες τις αληθινές konstantinaspyropoulou gntmgr skaitvgr mesimeriskai,0,gr
όταν αγαπάς αυτό που κάνεις φαίνεταιμπράβο νίκο που είσαι απλά ο εαυτός σου εκτός αυτού του συστήματος πολύ σε πάω αληθινός και ακομπλεξάριστος εύγε σκορπίζεις θετική ενέργεια στα μεσημέρια μας kalomesimeraki,0,gr
όσοι ισχυρίζονται ότι φέτος το παιχνίδι δεν ήταν μαγειρικό αλλά σκληρό ριάλιτι κάνουν λάθος ήταν από την αρχή μαγειρική μαγείρευαν και στήνανε αποτελέσματα και παίκτες η παραγωγή και οι άθλιοι υποκριτές κριτές δίδαξαν μαγειρικό ήθος οι masterchefgrxeftiles φιλάκια κ ️,0,gr
όσο ζεις είσαι τυχερός,0,gr
όπως το είδα νόμιζα ότι έβαλε διαφημίσεις για κάποιο δημητριακό και παραλίγο να βρίσω γιατι είχε πριν λιγο αλλα οκ δεν ήταν διαφημιση thevoicegr,0,gr
όπως σε όλα τα αυτοάνοσα έτσι και στο χασιμοτο υπάρχουν περίοδοι έξαρσης και ύφεσης η καλή ψυχολογία και η σωστή διατροφή βοηθούν πολύ κλισέ το ξέρω και δύσκολο αλλά χρειάζεται να είσαι δυνατή γιατί βρίσκεσαι σε μια μόνιμη πάλη,0,gr
όποιος αγαπάει πολύ την πραγματικότητα όπως κι εγώ στο τέλος τη μισεί επαναστατεί και τη στέλνει στο διάολο,0,gr
όλοι ακούμε τα πάντα οπότε δεν είσαι η μοναδική,0,gr
όλες τις γλώσσες εδώ στο kokkinopotami θα τις μάθουμε,0,gr
όλα εινε δικαιοσύνη στη ζωή,0,gr
όλα είναι το στυλ της και τα μπουζουκλερι και τα σεξι και τα σαφάρι όλα όλα όλα shoppingstar,0,gr
ωραίο φόρεμα που της πάει μου αρέσει shoppingstar,0,gr
ωραίο βάψιμο η μαρίνα σήμερα gntmgr,0,gr
χρόνια σου πολλά πολύχρονη να είσαι πάντα υγιής και χαρούμενη,0,gr
χρόνια πολλάκαλά με ευτυχία και υγεία πάνω από όλα να είσαι πάντα τόσο δυνατή,0,gr
χμμ νικόλα θα είμαστε όλοι εκεί με μπανάνες να είσαι σίγουρος,0,gr
χαίρομαι που κάποιοι στην αριστερά έχουν ήθος και σίγουρα ευκλείδη εσύ είσαι πρωτοστάτης my respect man,0,gr
χίλια ευχαριστώ για τις πολύτιμες ευχές αγάπη μου να είσαι πάντα όπως είσαι ευτυχισμένη ότι κάνεις τα καλύτερα μέσα από την καρδιά μου φιλιά μωρό μου,0,gr
φυσικα περιμενουμε πως και πως την xrisitv με μπολικο gntmgr δοκιμασια φουσκας απο μουτσι και bανια και σιγουρα την συντεντευξη της ματινας που εδωσε πριν στον λιαγκα kalomesimeraki,0,gr
φοβισμένη δεν πιστεύει στον εαυτό της ανασφαλής τρακαρισμένη μη αντίληψη ευκαιρίες gntmgr,0,gr
υπάρχει το αντίθετο του “starstruck” δηλαδή η στιγμή που συνειδητοποιείς πως είσαι δημοφιλής πήγα να δώσω εξετάσεις για ecdl και παλικάρι στην υποδοχή με ρωτάει «είσαι ο κωνσταντίνος από το » ναι λίγο σκάλωσα αλλά νομίζω το διαχειρίστηκα μια χαρά,0,gr
τον χαιρετάω με χαιρετάει με ρωτάει τι κάνεις κι ανύποπτος του λέω τα πάντα σχετικά με τη ζωή μου τελειώνοντας εγώ τότε με ρωτάει αλήθεια ποιος είσαι σέκος εγώ,0,gr
το'ξερα το πιο δύσκολο θα μου ετυχε νέα νεοελληνική γλώσσα gntmgr,0,gr
το πιο όμορφο πράγμα που μπορείς να ακούσεις σε ένα άτομο είναι η επιθυμία του να μη σε χάσει να νιώθεις ότι είσαι αυτό το κάτι που έκανε τη ζωή του καλύτερη,0,gr
το να προσπαθείς να είσαι παντού και μέσα σ' όλα τελικά σε βοηθά να μην είσαι πουθενά όλα απαιτούν τον χρόνο τους βάλε προτεραιότητες κάνε εκείνα που έχουν πραγματική αξία χαμογέλα timemanagement fomo productivity,0,gr
το λιακ πάντως με το τέλειο μακιγιάζ εξτε και sexy outfit θα έβγαινε νικήτρια στο gntmgr xfactorgr,0,gr
το ευλογημένο άλλο σου μισόεύχομαι να είσαι πάντα καλάοι άσχημες ημέρες να γίνουν οριστικό παρελθόν και αφού έχεις κοντά σου τον αγαπημένο σου άντρανα συνεχίσετε τη ζωή σας ανέφελαπάντα μαζί,0,gr
το δαλακυνση νομιζω ότι υπονοεί κάτι σαν πάθηση και δεν αναφέρετε ο άνθρωπος που το έγραψε στον κόσμο που την στηρίζει αλλά σε παίκτες που στέκονται δίπλα της διαφέρει από αυτά που ανέφερες σε ύφος και σε περιεχόμενο να είσαι καλά,0,gr
το ανέβασα στο fb και την κατέβασαν αμέσως ξεκίνησε η δημοκρατία της δεξιάς νδξεφτιλες εκλογές συριζα,0,gr
το survivor συνεχίζει να παράγει παρουσιαστέςπανελιστες μετά τον βασαλο σειρά παίρνει ο γκοτσης survivorgr giatinparea openbeyond open,0,gr
τι όπως θυμάστε και όπως θυμάστε κούκλα μουποιος νομίζεις ότι σε θυμάται δλδ shoppingstar,0,gr
τι συμβαίνει όταν σε μια σχέση η γυναίκα είναι μεγαλύτερη από τον άντρα,0,gr
τι πήραν πριν βγουν στην κουτσελίνη giatinparea,0,gr
τι λεω ο τρελος πριν από πολλά πολλά χρόνια όταν ήμουν ετών παντρεύτηκα μία γυναίκα χήρα αυτή η χήρα είχε μία μεγάλη κόρη ο πατέρας μου ερωτεύτηκε την κόρη της χήρας και σύντομα παντρεύτηκαν το γεγονός,0,gr
τι κατευθυνση εισαι,0,gr
τι θα προτιμούσες για να είσαι ευχαριστημένη,0,gr
τι απίστευτο προμόσιον στους βαρθακούρηδες kalytera,0,gr
τι τραβάνε κι αυτές οι ινφλούενσερ πρωί πρωί τραβιούνται να ντύνονται μια μαγείρισσες μια ναυαγοσώστριες δώστου φάε μπάρα φάε τσία φάε αρχίδια,0,gr
χαχαχα παντως ξενοι σκαουτερακουγεται οτι εχουν στειλει τον φωτουλη επισης πατρα βγηκε απο φυλακη,0,gr
μην φοβασαι εισαι μια κουκλα,0,gr
ειναι λαθρομεταναστες ισλαμιστες εγκληματιες τεμπελχαναδες φυσικα και είναι με δικα μας εξοδα και σε βαρος ημων γαμώ το μουνί της σκύλας της πουτάνας μανας που σε πέταξε γαμώ και τον αλλάχ σου παράσιτο βρωμοτρολ,1,gr
akraiafainomena η χωρα του πολιτισμού έχει γεμίσει βαρβαρους βανδαλους κανιβαλους πού χαιροντε να καταστρέφουν το κράτος τους κι εντέλει δεν θέλουν να υπάρχει καν ελληνικό κράτος γιαυτό το γεμίζουνοχι μόνο πρόσφυγεςσουνίτες ισλαμιστες ξεχνωντας ότι τους διωξαμε με τόνους αίμα,1,gr
είναι αργά πες τους έχουν δηλητηριάσει ήδη όλους τους βλαμμένους έλληνεςπου θα φύγουν εν δυνάμει μετανάστες και έχουν φύγει από χρόνιαενώ έχουν υπάρξει επίσης πρόσφυγες ναιτόσο βλαμμένοι λες και θέλει κάποιος να ξεσπιτωθεί για να δει τα μούτρα και την αηδία τους,1,gr
η κυβέρνηση της νδ κάνει κρουαζιέρα τους λαθρομετανάστες και ο φασίστας συριζαιος δήμαρχος κω κλείνει το λιμάνι με μηχανήματα μην τυχόν και τους ξεφορτώσουν εκεί φτάσαμε να το δούμε κι αυτό,1,gr
για κάθε φασιστούπολη που δεν δέχεται πρόσφυγες ας ανοίγει ξανά ένα σφραγισμένο κτίριο στην αθήνα να μας αφήσει το κράτος να φροντίσουμε πρόσφυγες εμείς ρούχα θα πάμε κουβέρτες τρόφιμα και φάρμακα άντε γαμηθείτε πιά ντροπή της πατρίδας φασίστες υπουργοί πολίτες μπάτσοι,1,gr
αμόρφωτε στπ προσφυγικό η δανία πήρε η νορβηγία η σουηδία πήρε πρόσφυγες και η γερμανία ρατσιστικά ξενοφοβικά σκουπίδια σαν εσένα ανήκουν στο υποβαλκάνιο ελλαδιστάν και στην ουγγαρία του όρμπαν που φυλακίζουν τους άστεγους,1,gr
μόνο οι κούρδοι και οι αντικαθεστωτικοί τούρκοι είναι πρόσφυγες όλοι οι άλλοι είναι λαθρομεταναστες,1,gr
μετανάστες και όχι λαθρομετάναστες έγιναν γιατί η κυβέρνηση της ελλάδας και καμιά αριά ακόμα δώσανε κώλο για να πατάνε πάνω μας οι αμερικανοί ώστε να τους βομβαρδίζουν έλληνες πουτανάκια των αμερικανών,1,gr
και πολύ καλά έκανε φασίστρια είσαι εσύ και όλοι οι ψευτοπροοδευτικοί που έχετε μαζευτεί στα νησιά αυτοί δεν είναι πρόσφυγες αλλά λαθρομετανάστες δεν είναι καν σύριοι όπως λες μουσουλμάνοι από λίβανο σομαλία πακιστάν αφγανιστάν που έρχονται με το έτσι θέλω,1,gr
άκου εδώ μαλάκα η αλβανία στοχοποιεί κ κυνηγάει τους έλληνες της βηπείρου αρνείται να πάρει ''πρόσφυγες'' υποβλέπει εδάφη γειτόνων της τις μαλακίες σου να τις πείς στα πατριωτάκια σου όχι εδώ,1,gr
χρυσοχοΐδης μη διαχειρίσιμη η κατάσταση στο μεταναστευτικό μετάφραση ο μουσουλμάνος θα σε σφάζει θα σε πηδάει θα σου βιάζει τη γυναίκα τις κόρες σου τα αγόρια σου αλλά μην φωνάζεις γιατί σε γράφουμε στα μας εσύ θα πληρώνεις μόνο για τα επιδόματα τους κυρανακης,1,gr
είστε μαλακές φασίστες σεξιστες είναι κρίμα να ζείτε στην χώρα που έφερε τη δημοκρατία ζώα κρυμμένα πίσω από οθόνες πουλάνε μαγκιά κρίμα που δεν έχετε ζωές σας εύχομαι να αποκτήσετε κάποτε,1,gr
ο ένας λέει κτηνωδία ο άλλος άθλια προβοκάτσια το να τρως γουρούνι μπροστα σε μουσουλμάνο φιλελεύθεροι όλοι αυτοί έτσι με εκπεφρασμένη έχθρα προς το παπαδαριό και υπέρ του διαχωρισμου εκκλησίαςκράτους μας πείσατε μεταναστευτικό κυρανακης,1,gr
τώρα που χειμωνιάζει να τους πάρεις τέτοια ή να βάλεις τις γυναίκες στο σπίτι να πλέξουν,1,gr
πάνε οι μαλάκες κ κάνουν μπλόκα για να μην περάσουν τα πούλμαν με τους μετανάστες αντί να τους περιμένουν να τους κεράσουν χοιρινό,1,gr
μόνο να ψιλο τούτοι είναι έτοιμοι να ανοίξουνε τους φούρνους της siemens και να κανουνε τους πρόσφυγες με πατάτες,1,gr
ταλαίπωροι πρόσφυγες που έδωσαν €€€ για να μπουκάρουν έχουν την δύναμη να επιβάλλουν τα ισλαμικά τους ήθη όσοι που αντιλαμβάνονται τον χριστιανισμό ως παθολογική αλτρουιστική αίρεση καλά θα κάνουν να πάνε σε ένα bdsm club να ζήσουν την παραφιλία τους εκτός δημοσίου βίου,1,gr
αν είσαι σκορπιός είσαι η μεγαλύτερη «σκύλα» ενώ αν είσαι παρθένος είσαι ξενέρωτη αυτές τις γυναίκες πρέπει να αποβά,1,gr
επειδή αυτοί έχουν σκατενια και φασιστική χώρα θα πρέπει να γίνω κι εγώ σκατενιος και φασίσταςυποτίθεται εδώ γεννήθηκε η δημοκρατίααν εσύ πεινούσες και ήσουν απελπισμενοςδεν θα απαιτούσες λύση στο πρόβλημά σου,1,gr
ξεπλένω φασίστες ναζί πρεζέμπορες μιζαδόρους δολοφόνους παιδεραστές οφσοράκηδες πλυντήρια κουλης νδξεφτιλες,1,gr
ολοι εσεις η μεοψηφια του δημοκρατικου τοξου κρατιστες σταλινες αριστεροι μπατριωτες ριζοσπαστες φοροεισπρακτορες σοσιαλμαφιοζοι ακροδεξιοι φασιστες και ναζι εχετε το νου το της αποχης ακυραλοιπα σας παρακολουθει μαζι με αυτους και προσφυγες και μεταναστες,1,gr
στυλιστρια της δεκάρας να σου πω πως η πάρις έχει καλύτερο κωλο από τον δικό σου οπότε βουλωνε shoppingstar,1,gr
εχετε ξεφύγει ρε μαλακες για να την πείτε στη δουρου αναπαράγετε την φώτο από τα νεκρά κοριτσάκια σοβαρά τώρα,1,gr
αει γαμησου κουλη προφανως τα θες ολα τα πουρα για τον κωλο σου δεσμευσου για τιποτα ουσιωδες πανηλιθιε τηλεκατευθυνομενε προδοτη,1,gr
τους κομμουνιστές και εμάς τους αναρχικούς θα μας κλασει τα αρχιδια ο κάθε φασίστας,1,gr
για ποιο λόγο οι λεσβίες κρατάνε τόσο σφιχτά το χέρι της γκομενας τους στον δρόμο φοβούνται μην πεθυμησει ξαφνικά γλυκιά ψωλη και την κάνει με ελαφρά,1,gr
ρε εσυ καγια ειλικρινα της πιστευεις αυτες της μαλακιες που λες shoppingstar,1,gr
σου γαμω τη μανα παλιο πουτανα,1,gr
αεί μωρη καριολα που όποιος δεν γουστάρει τους ισλαμιπιθηκους που περιμένεις να σε γαμησουν είναι φασίστας,1,gr
oι γυναικες ειναι σαν τα πλακακια αν τις στρωσεις σωστα απο την αρχη μπορεις να πατας πανω τους για μια ζωη,1,gr
τόσο κωλοπιλάλα σε έχει πιάσει χριστοφορίδη σε λίγες μέρες ερχεταιπουτσα και θα γεμίσει η τρύπα σου κρέας μην κάνεις σαν συριζαία drag queen,1,gr
ο φεμινισμός λέει πούτσα σας όλα γνωστό αυτό,1,gr
καιρός ηταν ο έλληνας θα πρέπει να διαλέξει φασιστας επειδή θέλει εθνική κυριαρχία η δημοκράτης και ισλαμοποιημενος οσοι πουν για τριτη επιλογη είναι οι πρωτοι που αυτοι οι εισαγγελεις θα στείλουν φυλακη σε κελιά με μουσουλμανους επιτηδες και καλά θα τους κανουν,1,gr
εντωμεταξύ η πλειοψηφία των ακροδεξιών πιστεύει οτι οι πρόσφυγες είναι κλώνοι του αλ μπαγκνταντι τέρμα μουσουλμάνοι φονταμενταλιστές στην πραγματικότητα αν κάνουν το μπάρμπεκιου παίζει να βγούν να φάνε και να τους δώσουν και κανένα καλό μπαχαρικό,1,gr
σουρεαλιστικό θέατρο παραλογουοι λαθρομετανάστες βιάζουν γυναίκες στους δρόμους της λέσβου μαχαιρώματα μεταξύ αφγανοπακιστανών κάθε μερα και αυτός μας παραμυθιάζει γιατί έπιασαν ένα mπαχαλακηαντί να δώσει εντολή να πυροβολούν οι αστυνομικοί όταν απειλείται η ζωή τους,1,gr
αφού πάνε μεταξύ τους δεν έχουν ανάγκη την γυναίκα στο πακιστάν λέει βιάζουν και κότες,1,gr
tι είπε το τσολι η σταματίνα είσαι και μάνα ηλιθια σαν δεν ντρέπεσαι άστο διάολο πατσαβούρα που έπαιρνες πιπες από δω κι από κει για να χωθεις στην τηλεόραση και τώρα το παίζεις κυρία τσόκαρο,1,gr
πόσα κόμπλεξ έχεις ρε κακομοίρη πόσο λάθος γονείς σε μεγάλωσαν μαλάκας πατέρας ηλίθια μητέρα και έγινες ένα σεξιστικό φασιστάκι που αγαπάει ότι μας πονάει οι λάθος άνθρωποι μας πονάνε οι χαραμίσμενες ζωές τον εαυτό σου αγαπάς τη σαπίλα σου,1,gr
μαλακισμενη γυναίκα είσαι,1,gr
για το μεταναστευτικό δεν ξέρω για το προσφυγικο ναι θα βάλωαφού τραβήξω μια γερή κλοτσια σε εσάς να πάτε συλληβδην στο διαολο φασιστες,1,gr
οι γυναίκες θέλουν σεξ μια φορά το μήνα τις άλλες επί πληρωμή με κάποιο αλήτη μηχανόβιο φεμινιστή που θα τις παρατήσει ή με κάποιον που βγάζει € το μήνα,1,gr
γαμω τον αντιχριστο σου τον αλλαχ που προσκυνας για μερικα ευρω και το μουνι της πουτανας της μανας που σε γεννησε βρωμοπουστρε προπαγανδιστη ανθελληνα greece,1,gr
kalytera οι καρκίνοι γυναίκες είστε τα καλύτερατα πιο γλυκά κι ευαίσθητασπασαρχίδικα κορίτσια γαμώ τη γκρίνια σας μέσα,1,gr
πορνη ειναι η γυναίκα τι περιμένεις κ το πιθανοτερο τρανς,1,gr
μετα την διακοπη στο πηγε σας γαμανε οι γυναικες μαλακες,1,gr
τι να ρωτήσεις μωρη σκατοψυχη μπαλοτσα που μπλέκεις τη βούρτσα με την πουτσα λαθροκατοικος είναι ο λαθρομετανάστης που ηρθε λαθραία στη χώρα,1,gr
αυτα που χω δει εγω δεν αξιζουν παντως εχω δει πολυ καλυτερα εν τω μεταξυ παιζει να εχω λαβει περισσοτερα βυζια κωλους κ μουνια απ οτι ντικ πικς,1,gr
να του λες ποιο μισό είναι λεσβία να ξέρει που να χουφτώσει ο άνθρωπος,1,gr
ξυπνήστε ρε υπηρέτες της νέας τάξης στα τέσσερα κάθονται τα γιουσουφάκια ξυπνάτεεε γίδια έρχεται καταιγίδα μεγάλη το γεεθα βαπτίζει «μετανάστες» και «πρόσφυγες» του,1,gr
ρε τα μουνιά να μην ξέρουν την αδερφή του,1,gr
ναρκωτικουλλακια αριστερά φασιστάρια αλήτες τραμππούκοι άπλυτοι αποβράσματα και παράσιτα της κοινωνίαςάντε να βρειτε καμια δουλεια να γίνετε λιγο χρήσιμοι παλιο κομουνια του κερατά,1,gr
ποιοί πούστηδες δεν μιλάγαμε για ομοφυλοφιλία αλλα λογικό οταν είσαι μισογύνης να εισαι και ομοφόβος και φασισταριό ειναι όποιος βριζει τις γυναικες γιατί υπάρχουν,1,gr
είναι και γυναίκες ντροπή και αισχος,1,gr
για χρόνων γυναίκα πολύ βρίζεις τράβα γαμησου κι εσύ,1,gr
λέμε για μπάμπη και μπογδάνο ενώ μαλάκες αυτούς ακριβώς θέλουν οι 'ευρωπαϊστές' φίλοι μας,1,gr
τώρα φωφη ξερεις οτι ειναι πλεον σίγουρο οτι οι επιστρέφοντες απο συριζα θα γίνουν οι φεύγωντες πρις ν δ μπραβο σύντροφοι τα πιο ειδεχθή εγκλήματα οντως τα κανουν οι γυναικες,1,gr
το παθαίνουμε και με τις γυναίκες τις μουνουχάμε και μετά δεν μας κάνουν,1,gr
βιγκαν μονο λεσβιες δεν βαζουν κρεας στο στομα,1,gr
οχι είσαι αδωνική νδ βαθιά μαύρη δεξιά αλλά είσαι και κότα,1,gr
η ελευθεριτσα ειναι καλη ηθοποιος ειναι χαζη η απλα διπολικη gntmgr,1,gr
μαλακούλη μας τα έκλασες το μόνο που έσκισες είναι το καλσόν που φοράς τράβα διάβασε τι είχα γράψει για το τούρκο και θα καταλάβεις πόσο βλάκας είσαι και ο μαλάκας απλά με επιβεβαίωσε άντε μαλάκα,1,gr
राजस्थान की एक हिन्दू लड़की को कुछ मुसलमान लड़को ने घर में लेे जाकर बलात्कार किया और फिर लड़की को बड़ी बेरहमी से मार डाला और वहां की पुलिस भी कुछ नहीं कर रही है क्योंकि जहां के वो लड़के है वहा मुसलमानों की आबादी ज्यादा है।…,0,hi
दुःखद घटना असामाजिक तत्वों ने पश्चिम बंगाल के मुस्लिम घरों को जलाकर राख कर दिया यह घटना सुबह बजे मंगलवार को पश्चिम बंगाल के तेलनीपारा जिले में हुई हिन्दू मुस्लिम नफ़रत की वजह से जलता हुआ भारत कब तक ऐसा होता रहेगा islamophobiainindia,0,hi
दुःखद घटना असामाजिक तत्वों ने पश्चिम बंगाल के मुस्लिम घरों को जलाकर राख कर दिया यह घटना सुबह बजे मंगलवार को पश्चिम बंगाल के तेलनीपारा जिले में हुई हिन्दू मुस्लिम नफ़रत की वजह से जलता हुआ भारत कब तक ऐसा होता रहेगा,0,hi
️ कुपोषण मुक्त भारत की परिकल्पना को साकार करने की दिशा में पहल। poshanmaah localposhan,0,hi
₹ मिल रहा है सुनकर शाहीन बाग से भी कुछ महिलाएं बेगूसराय के लिए निकल रहे हैं। यहां तो सिर्फ ₹ मिल रहा है। आपस में मिलकर एक रेट फिक्स कर लो वरना छोटेछोटे बच्चों को साथ लेकर महिलाएं कितना इधरउधर करेंगे उनके बारे में भी थोड़ा सोचो।,0,hi
“विकीलीक्स ने खुलासा किया है कि राउल विंची शादीशुदा है। इसके बच्चे हैं जो लन्दन में रहते है। इसकी बीबी कोलंबियन है। पहली संतान वर्ष का लड़का नियाक है और दूसरी सन्तान माइनक साल की लड़की है। अविवाहित कहकर राहुल गांधी देश को गुमराह कर रहा है”,0,hi
“पप्जी गेम में पागल हो गया कृपया अपने बच्चो को मोबाईल पर ऐसे गेम नही खेलने दे ।,0,hi
‘होस्टेजेस’ के सीजन में खतरनाक कातिल बने डीनो मोरिया समझिए कैसे की अपने इस किरदार की पूरी तैयारी hostagesseason,0,hi
